title,price,area,location,district,floor,room,bedroom,bathroom,livingroom,kitchen,parking,link
"House for sale at Banepa, Pulbazar",Rs 1 Crore 65 Lakh,sq m0-2-3-3,"Banepa, Pulbazar",Pulbazar,2.5,11,5,3,,2,1,https://99aana.com/property/house-for-sale-at-banepa-pulbazar-8451/
"House for sale at Sitapaila, Kathmandu","Rs.18,000,000",sq m0-4-1-0,"Sitapaila, Kathmandu",Kathmandu,3.5,9,9,3,,,1,https://99aana.com/property/house-for-sale-at-sitapaila-kathmandu-8439/
"House for sale at Minbhawan, New Baneshwor, Kathmandu",Negotiable,sq m1-2-0-0,"Minbhawan, New Baneshwor, Kathmandu",Kathmandu,2.5,8,4,3,,1,1,https://99aana.com/property/house-for-sale-at-minbhawan-new-baneshwor-kathmandu-8437/
"House for sale at Basundhara, Kathmandu",Negotiable,sq m0-5-1-2,"Basundhara, Kathmandu",Kathmandu,3,15,9,6,,1,1,https://99aana.com/property/house-for-sale-at-basundhara-kathmandu-8436/
"House for sale at Gairidhara, Kathmandu","Rs 7,75,00,000",sq m0-8-0-1,"Gairidhara, Kathmandu",Kathmandu,3,19,6,6,,,1,https://99aana.com/property/house-for-sale-at-gairidhara-kathmandu-8434/
"House for sale at Jorpati, Kathmandu","1,25,00,000",sq m0-2-2-0,"Jorpati, Kathmandu",Kathmandu,1.5,5,2,1,,,1,https://99aana.com/property/land-for-sale-at-jorpari-kathmandu-8428/
"House for sale at Bhadrakali, Pokhara-13, Kaski","Rs.11,500,000",sq m0-4-0-0,"Bhadrakali, Pokhara-13, Kaski",Kaski,2,,,,,,1,https://99aana.com/property/house-for-sale-at-bhadrakali-pokhara-13-kaski-8426/
"House for Sale at Kalanki, Kathmandu","Rs.52,500,000",sq m0-6-0-0,"Kalanki, Kathmandu",Kathmandu,3.5,18,,4,,,1,https://99aana.com/property/house-for-sale-at-kalanki-kathmandu-8424/
"House for sale at Jarankhu, Kathmandu","Rs.65,000,000",sq m1-0-0-0,"Jarankhu, Kathmandu",Kathmandu,2.5,8,5,3,,,,https://99aana.com/property/house-for-sale-at-jarankhu-kathmandu-8423/
"House for sale at New Road, Kathmandu","Rs.16,500,000",sq m0-0-2-1,"New Road, Kathmandu",Kathmandu,7,,,,,,1,https://99aana.com/property/house-for-sale-at-new-road-kathmandu-8412/
"House for sale at Tokha, Kathmandu",Rs. 2 crore 60 lakh,sq m0-4-0-0,"Tokha, Kathmandu",Kathmandu,2,,,,,,1,https://99aana.com/property/house-for-sale-at-tokha-kathmandu-8410/
"House for sale at Sheetal Height, Imadol, Lalitpur","Rs.22,500,000",sq m0-3-1-0,"Sheetal height, Imadol, Lalitpur",Lalitpur,2.5,8,4,3,,2,1,https://99aana.com/property/house-for-sale-at-sheetal-height-imadol-lalitpur-8417/
"House for Sale at Kapan, Budhanilkantha, Kathmandu","Rs.21,000,000",sq m0-3-0-2,"Kapan, Budhanilkantha, Kathmandu",Kathmandu,2.5,11,,3,,,1,https://99aana.com/property/house-for-sale-at-kapan-budhanilkantha-kathmandu-8416/
"House for sale at Pokhara, Kaski",Rs. 3 crore,sq m0-4-0-0,"Pokhara, Kaski",Kaski,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-pokhara-kaski-8402/
"House for sale at Imadol, Mahalaxmi, Lalitpur","Rs.24,000,000",sq m0-3-2-0,"Imadol, Mahalaxmi, Lalitpur",Lalitpur,2.5,9,5,3, 2,2,1,https://99aana.com/property/house-for-sale-at-imadol-mahalaxmi-lalitpur-8407/
"House for sale at Sitapaila, Kathmandu","Rs.26,000,000",sq m0-3-2-0,"Sitapaila, Kathmandu",Kathmandu,3.5,11,6,3,,3,1,https://99aana.com/property/house-for-sale-at-sitapaila-kathmandu-8401/
"House for sale at Budhanilkantha, Kathmandu",Rs. 2 crore 35 Lakh,sq m0-4-0-0,"Budhanilkantha, Kathmandu",Kathmandu,2.5,11,,,,,1,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-8397/
"House for sale at Karyabinayak, Lalitpur",Rs. 2 crore 70 lakh,sq m0-3-2-0,"Karyabinayak, Lalitpur",Lalitpur,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-karyabinayak-lalitpur-8383/
"House for sale at Gothatar, Kathmandu",Rs. 1 crore 82 lakh,sq m0-3-0-0,"Gothatar, Kathmandu",Kathmandu,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-gothatar-kathmandu-8382/
"House for sale at Budhanilkantha, Kathmandu",Rs. 2 core 10 lakh,sq m0-3-3-0,"Budhanilkantha, Kathmandu",Kathmandu,2.5,9,,,,,1,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-8381/
"House for sale at Kapan, Kathmandu",Rs 1 crore 60 lakh,sq m0-3-0-0,"Kapan, Kathmandu",Kathmandu,3,10,,3,,,,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-8379/
"House for sale at Gothatar Height, Kathmandu",Rs. 1 Crore 62 Lakh,sq m0-3-0-0,"Gothatar Height, Kathmandu",Kathmandu,2,,,,,,1,https://99aana.com/property/house-for-sale-at-gothatar-height-kathmandu-8368/
"House for sale at Baluwatar, Kathmandu",Negotiable,sq m1-3-2-3,"Baluwatar, Kathmandu",Kathmandu,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-baluwatar-kathmandu-8361/
"House for sale at Imadol, Lalitpur",Rs 1 crore 30 lakh,sq m0-2-3-0,"Imadol, Lalitpur",Lalitpur,1,3,2,1,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8345/
"House for Sale at Sitapaila, kathmandu",Rs. 3 crore,sq m0-4-0-0,"Sitapaila, kathmandu",kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-sitapaila-kathmandu-8353/
"House for sale at Jorpati, Kathmandu",Rs 1 crore 55 lakh,sq m0-3-1-0,"Gokarna, Kathmandu",Kathmandu,2,8,,,,,,https://99aana.com/property/house-for-sale-at-gokarna-kathmandu-8342/
"House for sale at Imadol, Lalitpur",Rs 2 crore 35 lakh,sq m0-3-2-3,"Imadol, Lalitpur",Lalitpur,2.5,9,6,4,,,,https://99aana.com/property/house-for-sale-at-iamadol-lalitpur-8344/
"House for Sale at Budhanilkantha, Kathmandu",Rs. 1 crore 75 Lakh,sq m0-3-0-0,Rs. 1 crore 75 lakh,lakh,2.5, 9,,,,,1,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-8352/
"House for sale at Gothatar Height, Kathmandu",Rs. 1 crore 68 lakh,sq m0-3-0-0,"Gothatar Height, Kathmandu",Kathmandu,2.5, 8,, 2,,,1,https://99aana.com/property/house-for-sale-at-gothatar-height-kathmandu-8351/
"House for sale at Gothatar Height, Kathmandu","Rs.17,500,000",sq m0-5-0-0,"Gothatar height, Kathmandu",Kathmandu,2.5,6,,3,,,1,https://99aana.com/property/house-for-sale-at-gothatar-height-kathmandu-8335/
"House for sale at Bhanimandal, Lalitpur",Negotiable,sq m0-19-0-0,"Bhanimandal, Lalitpur",Lalitpur,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-bhanimandal-lalitpur-8330/
"House for sale at Mandikatar, Kathmandu",Rs 2 crore 70 lakh,sq m0-3-2-0,"Mandikatar, Kathamandu",Kathamandu,2.5,10,,,,,,https://99aana.com/property/house-for-sale-at-mandikatar-kathmandu-8331/
"House for sale at Gongabu, Kathmandu",Negotiable,sq m0-13-0-0,"Gongabu, Kathmandu",Kathmandu,2.5,,5,4,2,1,1,https://99aana.com/property/house-for-sale-at-gongabu-kathmandu-8319/
"House for sale at Imadol, Lalitpur",Rs 1 crore 40 lakh,sq m0-3-1-0,"Imadol, Lalitpur",Lalitpur,1,4,,,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8320/
"House for sale at Shanischare, Jhapa","Rs.4,200,000",sq m10 dhur,"Shanischare, Jhapa",Jhapa,1,4,,1,,,1,https://99aana.com/property/house-for-sale-at-shanischare-jhapa-8318/
"House for sale at Budhanilkantha, Kathmandu","Rs.34,000,000",sq m0-5-0-2,"Budhanilkantha, Kathmandu",Kathmandu,2.5,9,4,5,,1,1,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-8316/
"House for Sale at Mandikhatar, Kathmandu","Rs.23,500,000",sq m3.25 aana,"Mandikhatar, Kathmandu",Kathmandu,2.5,11,,3,,,1,https://99aana.com/property/house-for-sale-at-mandikhatar-kathmandu-8317/
"House for sale at Imadol, Lalitpur",Rs 1 crore 52 lakh,sq m0-2-3-0,"Imadol, Lalitpur",Lalitpur,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8321/
"House for sale at Bisandol, Lalitpur","Rs.11,500,000",sq m0-3-0-0,"Bisandol, Lalitpur",Lalitpur,1,4,2,2,1,1,1,https://99aana.com/property/house-for-sale-at-bisandol-lalitpur-8307/
"House for sale at Pepsicola, Kathmandu","Rs.26,500,000",sq m0-4-0-0,"Pepsicola, Kathmandu",Kathmandu,2.5,11,,3,,,1,https://99aana.com/property/house-for-sale-at-pepsicola-kathmandu-8306/
"House for sale at Haraharamahadev, Kathmandu",Negotiable,sq m0-3-0-0,"Haraharamahadev, Kathmandu",Kathmandu,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-haraharamahadev-kathmandu-8302/
"House for sale at Haraharamahadev, Kathmandu",Negotiable,sq m0-4-0-0,"Haraharamahadev, Kathmandu",Kathmandu,2.5,12,,,,,,https://99aana.com/property/house-for-sale-at-haraharamahadev-kathmandu-8304/
"House for sale at Kapan, Kathmandu",Rs.3 crore 10 lakh,sq m0-4-3-0,"Kapan, Kathmandu",Kathmandu,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-8311/
"House for sale at Bhangal, Kathmandu",Rs 2 crore 35 lakh,sq m0-4-0-0,"Bhangal, Kathmandu",Kathmandu,3,11,,,,,,https://99aana.com/property/house-for-sale-at-bhangal-kathmandu-8288/
"House for sale at Imadol, Lalitpur",Rs 2 crore 20 lakh,sq m0-4-0-0,"Imadol, Lalitpur",Lalitpur,3,,,,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8278/
"House for sale at Imadol, Lalitpur",Rs 2 crore 30 lakh,sq m0-3-1-0,"Imadol, Lalitpur",Lalitpur,2.5,9,5,4,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8280/
"House for sale at Hattiban, Lalitpur",Rs 2 crore 15 lakh,sq m0-4-0-0,"Hattiban, Lalitpur",Lalitpur,2.5,40,6,4,,,,https://99aana.com/property/house-for-sale-at-hattiban-lalitpur-8286/
"House for sale at Imadol, Lalitpur",Rs 2 crore 40 lakh,sq m0-3-3-0,"Imadol, Lalitpur",Lalitpur,2.5,9,,3,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8279/
"House for sale at Kapan, Kathmandu",Rs 2 crore 10 lakh,sq m0-3-0-0,"Kapan, Kathmandu",Kathmandu,3,,,,,,,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-8278/
"House for Sale at Budhanilkantha, Kathmandu","Rs.31,700,000",sq m0-4-0-0,"Budhanilkantha, Kathmandu",Kathmandu,2.5,8,,4,,,1,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-8283/
"House for sale at Kimdol, Chhauni Kathmandu",Rs. 8 crore 50 Lakh,sq m0-12-2-0,"Chhauni, Kathmandu",Kathmandu,4,,,,,,1,https://99aana.com/property/house-for-sale-at-chhauni-kathmandu-8281/
"House for Sale at Gothatar, Kathmandu",Rs. 1 crore 18 Lakh,sq m0-2-3-0,"Gothatar, Kathmandu",Kathmandu,1.5,4,,1,,,1,https://99aana.com/property/house-for-sale-at-gothatar-kathmandu-8277/
"House for Sale at Kadaghari, Kathmandu","Rs.23,000,000",sq m0-3-2-0,"Kadaghari, Kathmandu",Kathmandu,2.5,11,,3,,,1,https://99aana.com/property/house-for-sale-at-kadaghari-kathmandu-8273/
"House for sale at Prathana Colony, Budhanilkantha, Kathmandu","Rs.22,500,000",sq m0-3-1-0,"Prathana Colony, Budhanilkantha, Kathmandu",Kathmandu,2.5,11,6,3,,3,1,https://99aana.com/property/house-for-sale-at-prathana-colony-budhanilkantha-kathmandu-8270/
"House for sale at Mangalbare, Urlabari, Morang","Rs.3,500,000",sq m10 dhur,"Mangalbare, Urlabari, Morang",Morang,1,2,,1,,,1,https://99aana.com/property/house-for-sale-at-mangalbare-urlabari-morang-8269/
"House for Sale at Kadaghari, Kathmandu",Rs. 1 crore 14 lakh,sq m0-3-0-0,"Kadaghari, Kathmandu",Kathmandu,1,4,,1,,,1,https://99aana.com/property/house-for-sale-at-kadaghari-kathmandu-8268/
"House for Sale at Imadol, Kathmandu",Rs 2 crore 70 lakh,sq m0-4-0-3,"Imadol, Lalitpur",Lalitpur,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8258/
"House for sale at Gopikrishna, Kathmandu",Rs 5 crore 25 lakh,sq m0-5-0-0,"Gopikrishna, Kathmandu",Kathmandu,3.5,,,,,,,https://99aana.com/property/house-for-sale-at-gopikrishna-kathmandu-8256/
"House for sale at Kapan, Kathmandu",Rs 1 crore 21 lakh,sq m0-3-0-0,"Kapan, Kathmandu",Kathmandu,1,4,,1,,,,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-8257/
"House for sale at Hariyali Samaj, Lolang, Kathmandu","Rs.15,500,000",sq m0-3-0-0,"Hariyali Samaj, Lolang, Kathmandu",Kathmandu,2.5,1,5,3,,2,1,https://99aana.com/property/house-for-sale-at-hariyali-samaj-lolang-kathmandu-8262/
"House for sale at Budhanilkantha, Kathmandu",Negotiable,sq m0-4-2-0,"Budhanilkantha, Kathmandu",Kathmandu,2.5,8,5,5,,1,1,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-8260/
"House for sale at Kapan, Kathmandu",Rs 2 crore 65 lakh,sq m0-3-2-0,"Kapan, Kathmandu",Kathmandu,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-8248/
"House for Sale at Putalisadak, Kathmandu",Rs. 7 crore 80 lakh,sq m0-6-2-0,"Putalisadak, Kathmandu",Kathmandu,2.5,11,,,,,1,https://99aana.com/property/house-for-sale-at-putalisadak-kathmandu-8242/
"House for sale at Kapan, Kathmandu",Rs 3 crore 20 lakh,sq m0-4-0-0,"Kapan, Kathmandu",Kathmandu,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-8250/
"House for Sale at Sitapaila, kathmandu",Rs. 2 crore 30 lakh,sq m0-4-0-0,"Sitapaila, kathmandu",kathmandu,3.5,14,,,,,1,https://99aana.com/property/house-for-sale-at-sitapaila-kathmandu-8241/
House for sale at Bhaktapur,"Rs.8,500,000",sq m0-3-0-0,Bhaktapur,Bhaktapur,1.5,,3,2,1,1,1,https://99aana.com/property/house-for-sale-at-bhaktapur-8247/
"House for sale at Thali, Kathmandu","Rs.11,000,000",sq m0-3-1-2,"Thali, Kathmandu",Kathmandu,1,4,,,,,1,https://99aana.com/property/house-for-sale-at-thali-kathmandu-8245/
"House for Sale at Kadaghari, Kathmandu",Rs. 2 crore 35 Lakh,sq m0-4-0-0,"Kadaghari, Kathmandu",Kathmandu,2.5,12,,3,,,1,https://99aana.com/property/house-for-sale-at-kadaghari-kathmandu-8239/
"House for sale at Budhanilkantha, Kathmandu",Rs 1 crore 60 lakh,sq m0-2-2-0,"Budhanilkantha, Kathmandu",Kathmandu,3,,,,,,,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-8235/
"House for sale at Anamnagar, Kathmandu","Rs, 4 crore 65 lakh",sq m0-4-1-0,"Anamnagar, Kathmandu",Kathmandu,3,10,,,,,,https://99aana.com/property/house-for-sale-at-anamnagar-kathmandu-8236/
"House for sale at Old Baneshwor, Kathmandu",Negotiable,sq m0-8-1-0,"Old Baneshwor, Kathmandu",Kathmandu,2.5,2,4,6,,1,1,https://99aana.com/property/house-for-sale-at-old-baneshwor-kathmandu-8227/
"House for sale at Gothatar, Kathmandu",Rs 2 crore 80 lakh,sq m0-5-0-0,"Gothatar, Kathmandu",Kathmandu,3,12,7,5,,,,https://99aana.com/property/house-for-sale-at-gothatar-kathmandu-8214/
"House for Sale at Kadaghari, Kathmandu",Rs. 1 crore 60 lakh,sq m0-3-0-0,"Kadaghari, Kathmandu",Kathmandu,1.5,4,,1,,,1,https://99aana.com/property/house-for-sale-at-kadaghari-kathmandu-8218/
"House for sale at Jarankhu, Kathmandu",Rs 1 crore 70 lakh,sq m0-3-2-0,"Jarankhu, Kathmandu",Kathmandu,2.5,7,4,3,,,,https://99aana.com/property/house-for-sale-at-jarankhu-kathmandu-8213/
"House for sale at Budhanilkantha, Kathmandu",Rs 1 crore 60 lakh,sq m0-2-3-0,"Budhanilkantha, Kathmandu",Kathmandu,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-8215/
"House for sale at New Road, Kathmandu",Rs. 90 lakh,sq m0-2-0-0,"New Road, Kathmandu",Kathmandu,5,,,,,,1,https://99aana.com/property/house-for-sale-at-new-road-kathmandu-8220/
"House for sale at Kapan, Kathmandu",Rs 1 crore 30 lakh,sq m0-3-0-1,"Kapan, Kathmandu",Kathmandu,1,4,,1,,,,https://99aana.com/property/house-for-sale-at-kapan-kathmandu-8226/
House for Sale at Kadaghari Kathmandu,Rs. 1 crore 90 Lakh,sq m0-3-0-0,Kadaghari Kathmandu,Kathmandu,2.5, 4,5,2,,2,1,https://99aana.com/property/house-for-sale-at-kadaghari-kathmandu-8216/
"House for Sale at Bhaisepati, Lalitpur","Rs.23,000,000",sq m0-3-0-0,"Bhaisepati, Lalitpur",Lalitpur,2.5,6,4,2,,,1,https://99aana.com/property/house-for-sale-at-bhaisepati-lalitpur-8224/
"House for sale at Kapan, Budhanilkantha, Kathmandu","Rs.21,500,000",sq m0-3-2-0,"Kapan, Budhanilkantha, Kathmandu",Kathmandu,2.5,11,,3,,,1,https://99aana.com/property/house-for-sale-at-kapan-budhanilkantha-kathmandu-8223/
"House for sale at Budhanilkantha, Kathmandu","Rs.35,000,000",sq m0-5-0-0,"Budhanilkantha, Kathmandu",Kathmandu,2.5,7,5,3,,1,1,https://99aana.com/property/house-for-sale-at-budhanilkantha-kathmandu-8221/
"House for Sale at Kadaghari, Kathmandu",Rs. 1 crore 75 Lakh,sq m0-3-0-0,"Kadaghari, Kathmandu",Kathmandu,2.5,9,,3,,,1,https://99aana.com/property/house-for-sale-at-kadaghari-kathmandu-8217/
"House for sale at Imadol, Lalitpur",Rs 2 crore 15 lakh,sq m0-3-0-0,"Imadol, Lalitpur",Lalitpur,2.5,8,4,3,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8200/
"House for sale at Imadol, Lalitpur",Rs 2 crore 25 lakh,sq m0-3-2-0,"Imadol, Lalitpur",Lalitpur,2.5,11,,,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8201/
"House for sale at Imadol, Lalitpur",Rs 2 crore 25 lakh,sq m0-3-1-1,"Imadol, Lalitpur",Lalitpur,2.5,9,7,5,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8198/
"House for Sale at Bharatpur, Chitwan",Rs. 90 Lakh,sq m11.50 dhur,"Bharatpur, Chitwan",Chitwan,1,4,,,,,1,https://99aana.com/property/house-for-sale-at-bharatpur-chitwan-8203/
"House for sale at Chabahil, Kathmandu",Rs. 10 crore,sq m2-10-2-1,"Chabahil, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-chabahil-kathmandu-8205/
"House for sale at Imadol, Lalitpur",Rs 2 crore 25 lakh,sq m0-3-1-0,"Imadol, Lalitpur",Lalitpur,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8199/
"House for sale at Tokha, Kathmandu",Rs. 2 crore 75 Lakh,sq m0-4-0-0,"Tokha, Kathmandu",Kathmandu,2,6,4,2,,,1,https://99aana.com/property/house-for-sale-at-tokha-kathmandu-8212/
"House for sale at Haraharamahadev, Kathmandu",negotiable,sq m0-4-0-0,"Haraharamahadev, Kathmandu",Kathmandu,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-haraharamahadev-kathmandu-8202/
"House for sale at Imadol, Lalitpur",Negotiable,sq m0-3-1-0,"Imadol, Lalitpur",Lalitpur,2.5,9,,,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8177/
"House for sale at Golfutar height, Budhanilkantha, Kathmandu",Rs. 11 crore,sq m1-3-0-0,"Golfutar height, Budhanilkantha, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-golfutar-height-budhanilkantha-kathmandu-8178/
"House for sale at Lubhu, Lalitpur",Rs 2 crore 20 lakh,sq m0-3-1-0,"Lubhu, Lalitpur",Lalitpur,2.5,8,,,,,,https://99aana.com/property/house-for-sale-at-lubhu-lalitpur-8176/
"House for sale at Narayantar, Kathmandu",Rs 3 crore 40 lakh,sq m0-4-2-0,"Narayantar, Kathmandu",Kathmandu,3.5,13,,,,,,https://99aana.com/property/house-for-sale-at-narayantar-kathmandu-8174/
"House for Sale at Pepsicola, Kathmandu",Rs. 3 crore 25 lakh,sq m0-4-0-0,"Pepsicola, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-pepsicola-kathmandu-8190/
"House for sale at Imadol, Lalitpur",Rs 2 crore 80 lakh,sq m0-4-0-0,"Imadol, Lalitpur",Lalitpur,2.5,10,,,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8173/
"House for Sale at Kadaghari, Kathmandu",Rs. 2 crore 90 lakh,sq m0-4-0-0,"Kadaghari, Kathmandu",Kathmandu,2.5,18,5,2,,2,1,https://99aana.com/property/house-for-sale-at-kadaghari-kathmandu-8189/
"House for sale at Manjushree Colony, Bhaisepati, Lalitpur","Rs.45,000,000",sq m0-13-0-0,"Manjushree Colony, Bhaisepati, Lalitpur",Lalitpur,2.5,7,5,3,,,1,https://99aana.com/property/house-for-sale-at-manjushree-colony-bhaisepati-lalitpur-8172/
"House for sale at Imadol, Lalitpur",Rs. 2 crore 70 lakh,sq m0-3-2-0,"Imadol, Lalitpur",Lalitpur,1,9,,,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8162/
"House for sale at Imadol, Lalitpur",Rs. 1 crore 65 lakh,sq m0-3-0-0,"Imadol, Lalitpur",Lalitpur,1,7,,3,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8161/
"House for sale at Kadaghari, Kathmandu","Rs.23,500,000",sq m0-4-0-0,"Kadaghari, Kathmandu",Kathmandu,2.5,11,,3,,,1,https://99aana.com/property/house-for-sale-at-kadaghari-kathmandu-8171/
"House for sale at Gothatar Height, Kathmandu","Rs.16,500,000",sq m0-3-0-0,"Gothatar Height, Kathmandu",Kathmandu,2.5,9,,3,,,1,https://99aana.com/property/house-for-sale-at-gothatar-height-kathmandu-8158/
"House for sale at Jyotinagar, Ekatabasti, Sukedhara, Kathmandu","Rs.36,000,000",sq m0-6-0-0,"Ekatabasti, Jyotinagar, Sukedhara, Kathmandu",Kathmandu,2.5,2,7,3,,3,1,https://99aana.com/property/house-for-sale-at-jyotinagar-ekatabasti-sukedhara-kathmandu-8156/
"House for sale at Kalanki, Kathmandu","Rs.27,000,000",sq m0-3-0-0,"Kalanki, Kathmandu",Kathmandu,4.5,16,,8,,,1,https://99aana.com/property/house-for-sale-at-kalanki-kathmandu-8155/
"House for sale at TiKathali, Lalitpur",Rs. 1 crore 22 lakh,sq m0-3-0-0,"Imadol, Lalitpur",Lalitpur,1,4,2,1,,,,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-8159/
"House for sale at TiKathali, Lalitpur","Rs.14,900,000",sq m0-4-0-0,"TiKathali, Lalitpur",Lalitpur,1,4,2,1,,,1,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-8147/
"House for sale at Narephat, Koteshwor, Kathmandu",Rs. 3 crore 90 lakh,sq m0-6-0-0,"Narephat, Koteshwor, Kathmandu",Kathmandu,2.5,,,,,,,https://99aana.com/property/house-for-sale-at-narephat-koteshwor-kathmandu-8143/
"House for Sale at Dhungedhara, Kathmandu",Rs. 1 crore 75 lakh,sq m0-5-1-0,"Dhungedhara, Kathmandu",Kathmandu,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-dhungedhara-kathmandu-8141/
"House for sale at Baniyatar, Kathmandu",Rs. 1 Crore 40 lakh,sq m0-3-0-0,"Baniyatar, Kathmandu",Kathmandu,1,4,,1,,,,https://99aana.com/property/house-for-sale-at-baniyatar-kathmandu-8137/
"House for sale at Imadol, Lalitpur",Rs. 1 crore 85 lakh,sq m0-3-0-2,"Imadol, Lalitpur",Lalitpur,2.5,9,5,3,,,,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8139/
"House for sale at Makalbari, Kathmandu","Rs.15,000,000",sq m0-3-2-0,"Makalbari, Kathmandu",Kathmandu,1,4,2,1,, 1,,https://99aana.com/property/house-for-sale-at-makalbari-kathmandu-8134/
"House for sale at Hattidanda, Gothatar Height, Kathmandu","Rs.12,100,000",sq m0-2-3-0,"Hattidanda, Gothatar Height, Kathmandu",Kathmandu,1,4,2,1,,,1,https://99aana.com/property/house-for-sale-at-hattidanda-gothatar-height-kathmandu-8135/
"House for sale at Sitapaila, Kathmandu","Rs.33,500,000",sq m0-5-2-0,"Sitapaila, Kathmandu",Kathmandu,3,12,,3,,,1,https://99aana.com/property/house-for-sale-at-sitapaila-kathmandu-8133/
"House for sale at Sitapaila, Kathmandu","Rs.23,200,000",sq m0-4-0-0,"Sitapaila, Kathmandu",Kathmandu,3.5,12,,3,,,1,https://99aana.com/property/house-for-sale-at-sitapaila-kathmandu-8128/
"House for sale at Imadol, Lalitpur","Rs.22,800,000",sq m0-3-0-1,"Imadol, Lalitpur",Lalitpur,2.5,8,5,3,,2,1,https://99aana.com/property/house-for-sale-at-imadol-lalitpur-8126/
"House for sale at Ochu height, Imadol, Lalitpur","Rs.21,000,000",sq m0-3-2-0,"Ochu height, Imadol, Lalitpur",Lalitpur,2.5,9,5,3,2,2,1,https://99aana.com/property/house-for-sale-at-ochu-height-imadol-lalitpur-8127/
"House for sale at Thankot, Kathmandu",Rs. 1 crore 5 lakh,sq m0-3-0-0,"Thankot, Kathmandu",Kathmandu,1.5,4,, 1,,,1,https://99aana.com/property/house-for-sale-at-thankot-kathmandu-8129/
"House for sale at Sukedhara, Kathmandu","Rs.30,000,000",sq m0-4-0-0,"Sukedhara, Kathmandu",Kathmandu,2.5,2,5,,,2,1,https://99aana.com/property/house-for-sale-at-sukedhara-kathmandu-8114/
"House for sale at Bharatpur-09, Chitwan","Rs.14,000,000",sq m14.5 dhur,"Bharatpur-09, Chitwan",Chitwan,2,6,4,2,1,1,1,https://99aana.com/property/house-for-sale-at-bharatpur-09-chitwan-8113/
"House for sale at Gautam chowk, Bharatpur-10, Chitwan",Rs. 2 crore 75 Lakh,sq m13 dhur,"Gautam chowk, Bharatpur-10, Chitwan",Chitwan,2.5,,,,,,1,https://99aana.com/property/house-for-sale-at-gautam-chowk-bharatpur-10-chitwan-8109/
"House for sale at TiKathali, Kathmandu",Rs. 1 Crore 40 lakh,sq m0-3-2-2,"TiKathali, Lalitpur",Lalitpur,1,4,2,1,,,,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-8120/
"House for sale at TiKathali, Lalitpur",Rs. 1 crore 50 lakh,sq m0-3-2-0,"TiKathali, Lalitpur",Lalitpur,1,4,2,1,,,,https://99aana.com/property/house-for-sale-at-tiKathali-lalitpur-6819/
